RCDT,Site Number,Site Name,Site Address,Site City,Site County,Site Zip,Zip 5,Free Eligibles,Reduced Eligibles,Free and Reduced,Enrollment,Eligibility Percent,Participates in CEP
15016299025,15146,Marine Leadership Academy - Ames,1920 N Hamlin Ave,Chicago,Cook,60647-3411,60647,870,0,870,870,100%,X
15016299025,17457,Durkin Park Elem School,8445 S Kolin Ave,Chicago,Cook,60652-3131,60652,703,0,703,703,100%,X
15016299025,42516,Northwest Middle School,5252 W Palmer St,Chicago,Cook,60639-3047,60639,489,0,489,489,100%,X
15016299025,42518,Fairfield Elem Academy,6201 S Fairfield Ave,Chicago,Cook,60629-2309,60629,585,0,585,585,100%,X
15016299025,42519,Sandoval Elem School,5534 S Saint Louis Ave,Chicago,Cook,60629-3810,60629,978,0,978,978,100%,X
15016299025,42521,Northside College Preparatory Hs,5501 N Kedzie Ave,Chicago,Cook,60625-3923,60625,461,0,461,1069,43.08%,X
15016299025,42625,Locke A Elem Charter Academy,3141 W Jackson Blvd,Chicago,Cook,60612-2729,60612,498,0,498,498,100%,X
15016299025,42866,Chicago Military Academy HS,3519 S Giles Ave,Chicago,Cook,60653-1105,60653,326,0,326,326,100%,X
15016299025,44989,Hampton Elem Fine & Perf Arts Sch,3434 W 77th St,Chicago,Cook,60652-1453,60652,548,0,548,548,100%,X
15016299025,45022,Payton College Preparatory HS,1034 N Wells St,Chicago,Cook,60610-2513,60610,408,0,408,1080,37.76%,X
15016299025,46529,Colemon J Elem Academy,1441 W 119th St,Chicago,Cook,60643-5094,60643,255,0,255,255,100%,X
15016299025,46538,Young Womens Leadership Charter,2641 S Calumet Ave,Chicago,Cook,60616-2901,60616,208,0,208,208,100%,X
15016299025,47181,Columbia Explorers Elem Academy,4520 S Kedzie Ave,Chicago,Cook,60632-2904,60632,1070,0,1070,1070,100%,X
15016299025,47182,Chicago Academy Elem School,3400 N Austin Ave,Chicago,Cook,60634-4229,60634,1064,0,1064,1152,92.3%,X
15016299025,47183,Youth Connections Charter HS,10 W 35th St,Chicago,Cook,60616-3717,60616,4197,0,4197,4197,100%,X
15016299025,47184,Camelot Safe Academy School,7877 S Coles Ave,Chicago,Cook,60649-4817,60649,17,0,17,17,100%,X
15016299025,48868,Belmont-Cragin Elem School,5252 W Palmer St,Chicago,Cook,60639-3047,60639,306,0,306,306,100%,X
15016299025,48869,Ashburn Community Elem School,8300 S Saint Louis Ave,Chicago,Cook,60652-3224,60652,524,0,524,524,100%,X
15016299025,48871,Talman Elem School,5450 S Talman Ave,Chicago,Cook,60632-1520,60632,435,0,435,435,100%,X
15016299025,48872,National Teachers Elem Academy,55 W Cermak Rd,Chicago,Cook,60616-2001,60616,727,0,727,727,100%,X
15016299025,50705,North Lawndale Charter HS,1313 S Sacramento Dr,Chicago,Cook,60623-2218,60623,752,0,752,752,100%,
15016299025,50835,North River Elem School,4416 N Troy St,Chicago,Cook,60625-4520,60625,330,0,330,330,100%,X
15016299025,50836,New Field Elem School,1707 W Morse Ave,Chicago,Cook,60626-3203,60626,710,0,710,710,100%,X
15016299025,50837,Calmeca Acad Elem School,3456 W 38th St,Chicago,Cook,60632-3304,60632,809,0,809,809,100%,X
15016299025,52753,Ace Tech Charter High School,5410 S State St,Chicago,Cook,60609-6342,60609,388,0,388,388,100%,X
15016299025,52766,North-Grand High School,4338 W Wabansia Ave,Chicago,Cook,60639-4837,60639,982,0,982,982,100%,X
15016299025,52767,Claremont Academy Elem School,2300 W 64th St,Chicago,Cook,60636-2458,60636,440,0,440,440,100%,X
15016299025,52825,Raby High School,3545 W Fulton Blvd,Chicago,Cook,60624-1928,60624,446,0,446,446,100%,X
15016299025,54793,Little Village HS,Street Address not available,City not available,County not available,,,1315,0,1315,1315,100%,X
15016299025,54799,ASPIRA Charter - Haugan Campus,3729 W Leland Ave,Chicago,Cook,60625-5706,60625,422,0,422,422,100%,X
15016299025,54802,Erie Elem Charter School,1405 N Washtenaw Ave,Chicago,Cook,60622-1632,60622,420,0,420,420,100%,X
15016299025,54804,Suder Montessori Elem Magnet Schl,2022 W Washington Blvd,Chicago,Cook,60612-2429,60612,298,0,298,414,71.86%,X
15016299025,54807,Tarkington Elem School,3330 W 71st St,Chicago,Cook,60629-3503,60629,999,0,999,999,100%,X
15016299025,54808,Phoenix Military Academy HS,145 S Campbell Ave,Chicago,Cook,60612-2923,60612,537,0,537,537,100%,X
15016299025,57066,Albany Park Multicultural Elem,4929 N Sawyer Ave,Chicago,Cook,60625-5008,60625,397,0,397,561,70.69%,X
15016299025,57076,Uplift Community High School,900 W Wilson Ave,Chicago,Cook,60640-5707,60640,258,0,258,258,100%,X
15016299025,58974,Frazier Perspectives Magnet ES,4027 W Grenshaw St,Chicago,Cook,60624-3930,60624,205,0,205,205,100%,X
15016299025,60855,Academy for Global Citizenship,4647 W 47th St,Chicago,Cook,60632-4847,60632,434,0,434,468,92.63%,X
15016299025,60976,Disney II Elem School,3815 N Kedvale Ave,Chicago,Cook,60641-3113,60641,717,0,717,1148,62.4%,X
15016299025,60977,Edison Park Elem School,6220 N Olcott Ave,Chicago,Cook,60631-1815,60631,109,0,109,541,20.04%,X
15016299025,60992,Plato Learning Acad  Elem School,5545 W Harrison St,Chicago,Cook,60644-5367,60644,389,0,389,389,100%,
15016299025,62703,Hope Inst Learning Acad Elem School,1628 W Washington Blvd,Chicago,Cook,60612-2613,60612,367,0,367,367,100%,X
15016299025,62704,Hernandez Middle School,3510 W 55th St,Chicago,Cook,60632-3284,60632,998,0,998,998,100%,X
15016299025,62705,Prieto Math-Science Elem Sch,2231 N Central Ave,Chicago,Cook,60639-2956,60639,1007,0,1007,1007,100%,X
15016299025,62706,Westinghouse High School,3223 W Franklin Blvd,Chicago,Cook,60624-1502,60624,1212,0,1212,1256,96.49%,X
15016299025,62768,Peace and Education Coalition HS,4946 S Paulina St,Chicago,Cook,60609-4833,60609,118,0,118,118,100%,X
15016299025,62769,Chicago Math & Sci Elem Charter,7212 N Clark St,Chicago,Cook,60626-2416,60626,594,0,594,594,100%,X
15016299025,62770,Air Force Acad High School,3630 S Wells St,Chicago,Cook,60609-1833,60609,242,0,242,263,91.69%,X
15016299025,62771,Nkrumah Academy Charter ES,314 W 108th St,Chicago,Cook,60628-3332,60628,183,0,183,183,100%,X
15016299025,62774,EPIC Academy High School,8255 S Houston Ave,Chicago,Cook,60617-2191,60617,544,0,544,544,100%,X
15016299025,64673,West Ridge Elem School,6700 N Whipple St,Chicago,Cook,60645-4123,60645,831,0,831,831,100%,X
15016299025,64674,Azuela Elem School,4707 W Marquette Rd,Chicago,Cook,60629-5641,60629,887,0,887,887,100%,X
15016299025,64675,Solorio Academy High School,5400 S St Louis Ave,Chicago,Cook,60632-3287,60632,1201,0,1201,1201,100%,X
15016299025,64676,Garcia Lorca Elem School,3231 N Springfield Ave,Chicago,Cook,60618-5109,60618,833,0,833,833,100%,X
15016299025,64677,Camras Elem School,3000 N Mango Ave,Chicago,Cook,60634-5216,60634,932,0,932,932,100%,X
15016299025,64803,Skinner North Elem Sch,640 W Scott St,Chicago,Cook,60610-1093,60610,116,0,116,496,23.19%,X
15016299025,64851,Chicago Technology Academy HS,1301 W 14th St,Chicago,Cook,60608-1409,60608,278,0,278,278,100%,X
15016299025,64976,Urban Prep Chtr Acad Bronzeville HS,521 E 35th St,Chicago,Cook,60616-3889,60616,321,0,321,321,100%,X
15016299025,66419,South Shore Intl Col Prep HS,1955 E 75th St,Chicago,Cook,60649-3688,60649,669,0,669,669,100%,X
15016299025,66420,STEM Magnet Academy Elem,1522 W Fillmore St,Chicago,Cook,60607-4614,60607,251,0,251,437,57.29%,X
15016299025,66421,Chicago HS for the Arts,2714 W Augusta Blvd,Chicago,Cook,60622-4459,60622,386,0,386,625,61.67%,X
15016299025,66502,Devry Advantage Academy High Schl,3300 N Campbell Ave,Chicago,Cook,60618-5916,60618,161,0,161,206,77.93%,X
15016299025,66605,Urban Prep Chtr Acad West Campus HS,1326 W 14th Pl,Chicago,Cook,60608-2106,60608,218,0,218,218,100%,X
15016299025,66624,LaSalle II Lang Acad Elem Sch,1148 N Honore St,Chicago,Cook,60622-3705,60622,385,0,385,596,64.58%,X
15016299025,66683,Bowen High School,2710 E 89th St,Chicago,Cook,60617-3192,60617,343,0,343,343,100%,X
15016299025,67969,Montessori of Englewood Chtr ES,6936 S Hermitage Ave,Chicago,Cook,60636-3333,60636,314,0,314,314,100%,X
15016299025,67970,Shields Middle School,2611 W 48th St,Chicago,Cook,60632-1402,60632,605,0,605,605,100%,X
15016299025,67971,Goode STEM Academy HS,7651 S Homan Ave,Chicago,Cook,60652-1525,60652,853,0,853,903,94.41%,X
15016299025,68189,Chicago Excel Academy HS,1257 W 111th St,Chicago,Cook,60643-4509,60643,335,0,335,335,100%,
15016299025,69727,Williams Medical Prep High Sch,4934 S Wabash Ave,Chicago,Cook,60615-2115,60615,242,0,242,242,100%,X
15016299025,69728,South Shore Fine Arts Elem Sch,1415 E 70th St,Chicago,Cook,60637-4879,60637,399,0,399,399,100%,X
15016299025,69982,Back of The Yards IB HS,2111 W 47th St,Chicago,Cook,60609-4011,60609,1069,0,1069,1069,100%,X
15016299025,70318,Bronzeville Scholastic HS,4934 S Wabash Ave,Chicago,Cook,60615-2115,60615,341,0,341,341,100%,X
15016299025,70568,Intrinsic Charter High School,4540 W Belmont Ave,Chicago,Cook,60641-4541,60641,996,0,996,1012,98.38%,X
15016299025,71247,Little Black Pearl Arts Acad HS,1060 E 47th St,Chicago,Cook,60653-3600,60653,144,0,144,144,100%,X
15016299025,71855,Bridgescape Academy,10928 S Halsted St,Chicago,Cook,60628-3128,60628,767,0,767,767,100%,X
15016299025,71856,Ombudsman Chicago HS,2401 W Congress Pkwy,Chicago,Cook,60612-3534,60612,1174,0,1174,1174,100%,X
15016299025,71859,Excel Academy - Woodlawn HS,7530 S South Shore Dr,Chicago,Cook,60649-4306,60649,324,0,324,324,100%,X
15016299025,71860,Great Lakes Academy Charter ES,8401 S Saginaw Ave,Chicago,Cook,60617-2029,60617,298,0,298,298,100%,X
15016299025,71861,Foundations College Prep Charter,1233 W 109th Pl,Chicago,Cook,60643-3706,60643,227,0,227,227,100%,X
15016299025,72262,Excel Academy - Englewood HS,7141 S Morgan St,Chicago,Cook,60621-5000,60621,298,0,298,298,100%,X
15016299025,72263,Horizon Sci Academy - Southwest Charter,5401 S Western Ave,Chicago,Cook,60609-5438,60609,724,0,724,724,100%,X
15016299025,73366,ASPIRA Business and Finance High School,2989 N Milwaukee Ave,Chicago,Cook,60618-7347,60618,488,0,488,488,100%,
15016299025,73367,Moving Everest Charter School,416 N Laramie Ave,Chicago,Cook,60644-1906,60644,365,0,365,365,100%,
15016299025,74841,Southeast Area Elementary School,3930 E 105th St,Chicago,Cook,,,520,0,520,520,100%,
15016299025,74842,Walter Henri Dyett High School for the Arts,555 E 51st St,Chicago,Cook,60615-2452,60615,328,0,328,328,100%,
15016299025,74915,Richardson Middle School,6018 S Karlov Ave,Chicago,Cook,60629-4900,60629,1213,0,1213,1213,100%,
15016299025,75522,Univ of Chicago Charter Schools,1313 E 60th St,Chicago,Cook,60637-2830,60637,1759,0,1759,1759,100%,
15016299025,75523,Team Englewood Comm Acad HS,6201 S Stewart Ave,Chicago,Cook,60621-3247,60621,120,0,120,120,100%,
15016902090,74550,Amandla Charter School,6820 S Washtenaw Ave,Chicago,Cook,60629-1826,60629,248,0,248,248,100%,X
15016904090,40951,Betty Shabazz International Charter School,7823 S Ellis Ave,Chicago,Cook,60619-3213,60619,297,0,297,297,100%,X
15016904090,54813,Shabazz Intl Chtr-B A Sizemore,6936 S Hermitage Ave,Chicago,Cook,60636-3333,60636,259,0,259,259,100%,X
60105428030,15056,Illinois Youth Ctr - St Charles,3825 Campton Hills Dr,Saint Charles,Kane,60175-6062,60175,164,0,164,164,100%,
60105428030,15057,Il Youth Center - Pere Marquette,17808 State Highway 100 W,Grafton,Jersey,62037-2317,62037,39,0,39,39,100%,
60105428030,15058,Illinois Youth Center-Warrenville,PO Box 828,Warrenville,Dupage,60555-0828,60555,32,0,32,32,100%,
60105428030,15063,School District 428 IYC-HRB,1201 W Poplar St,Harrisburg,Saline,62946-3711,62946,100,0,100,100,100%,
60105428030,50647,IYC Chicago,136 N Western Ave,Chicago,Cook,60612-2222,60612,73,0,73,73,100%,
64108843051,15160,International Childrens Center,4822 N Broadway St,Chicago,Cook,60640-3604,60640,61,0,61,61,100%,
64108843051,15162,Manuel Saura Center,4822 N Broadway St,Chicago,Cook,60640-3604,60640,39,0,39,39,100%,
64108843051,15163,Neon South,4822 N Broadway St,Chicago,Cook,60640-3604,60640,18,0,18,18,100%,
64108843051,50503,Neon House,4822 N Broadway St,Chicago,Cook,60640-3604,60640,19,0,19,19,100%,
64108843051,61255,Specialized Care For Immigrant Youth,4822 N Broadway St Fl 2,Chicago,Cook,60640-3604,60640,66,0,66,66,100%,
64108843051,63557,International Children's Ctr At Beverly,4822 N Broadway St,Chicago,Cook,60640-3604,60640,39,0,39,39,100%,
64108843051,68017,International Childrens Crisis Center,4822 N Broadway St,Chicago,Cook,60640-3604,60640,218,0,218,218,100%,
65108504551,15085,Easter Seal Society Metro Chgo,1939 W 13th St Ste 300,Chicago,Cook,60608-1237,60608,111,0,111,111,100%,X
65108504551,44610,Easter Seals Therapeutic-South,17300 Ozark Ave,Tinley Park,Cook,60477-2693,60477,104,0,104,104,100%,X
65108504551,63091,Easterseals Acad - Machesney Park,8301 Mitchell Rd,Machesney Park,Winnebago,61115-7658,61115,87,0,87,87,100%,X
15016001P00,10698,Leo High School,7901 S Sangamon St,Chicago,Cook,60620-2532,60620,103,0,103,130,78.71%,X
15016001P00,10699,Most Blessed Trinity Academy,510 Grand Ave,Waukegan,Lake,60085-4251,60085,176,0,176,218,80.62%,X
